x,y,학교,마트
127.0414065538,37.5619099911,1,1
127.0340420928,37.5666330736,1,1
126.8867308761,37.5115025177,1,1
126.8844702102,37.5113256752,1,1
126.8840522278,37.5115290767,1,1
127.0427877437,37.5721135736,1,1
127.042302244,37.5728993492,1,1
127.0432972473,37.5727737873,1,1
127.0429457473,37.5739480705,1,1
126.8962961923,37.5220287484,1,0
126.8944736887,37.5268517281,1,0
126.9006669048,37.526818999,1,0
126.9036364545,37.531290402,1,0
126.9670346916,37.5589743773,1,0
126.9141147742,37.5504181307,1,0
127.0429278755,37.5721727527,1,0
127.0486938444,37.5018555583,1,0
127.0098136418,37.4915288077,1,0
126.9819812523,37.4740159373,1,0
126.9416704165,37.4843701781,1,0
126.8996974174,37.4848011347,1,0
126.8895257717,37.5091628842,1,0
126.8908135237,37.507939366,1,0
126.8953401641,37.5180995588,1,0
126.9759673215,37.5679124246,1,0
126.9796562972,37.5674586107,1,0
126.9784687595,37.5682552772,1,0
126.9821577316,37.5678013999,1,0
126.9865495382,37.5679281073,1,0
127.0204510856,37.568320266,1,0
127.0501837534,37.543473974,1,0
127.0545279208,37.542147575,1,0
127.0709175274,37.539100379,1,0
127.1036164321,37.516897771,1,0
127.1034163666,37.5184753943,1,0
127.1018242238,37.5132052322,1,0
127.1016241226,37.5147828732,1,0
127.1313177614,37.5512549213,1,0
127.12473132,37.5385707383,1,0
127.1081389232,37.5154521269,1,0
127.1079389632,37.5170297579,1,0
127.1018242238,37.5132052322,1,0
127.1016241226,37.5147828732,1,0
127.1052119315,37.5092558852,1,0
127.1180047288,37.4924152986,1,0
127.1201136259,37.4888812627,1,0
127.1286929861,37.4323304903,1,0
127.0067039911,37.4910785134,1,0
127.0375642864,37.5624728452,1,0
127.0336601691,37.564059753,1,0
127.0229428992,37.5735004938,1,0
126.8851896675,37.5119608522,1,0
127.0385255699,37.5742826049,1,0
