역이름,역지역,lat,long,호선
몽촌토성역,수도권,37.5178028959182,127.112844983956,08호선
잠실역,수도권,37.5133092702048,127.100215181119,08호선
석촌역,수도권,37.5054105299706,127.106990485844,08호선
송파역,수도권,37.4997113580808,127.112184453853,08호선
가락시장역,수도권,37.493092048704,127.118258210622,08호선
문정역,수도권,37.4860238552656,127.122475829669,08호선
장지역,수도권,37.478631698139,127.126172045084,08호선
복정역,수도권,37.4707382891863,127.126701394602,08호선
산성역,수도권,37.4567993089902,127.150073936897,08호선
남한산성입구역,수도권,37.4516687091001,127.159873536458,08호선
단대오거리역,수도권,37.4450233989513,127.156763011663,08호선
신흥역,수도권,37.4409086355148,127.147533584341,08호선
수진역,수도권,37.4373671826853,127.140520928805,08호선
모란역,수도권,37.4340274873996,127.129961399904,08호선
계양역,수도권,37.5717663371129,126.736271428893,인천선
귤현역,수도권,37.5662844094145,126.742674641657,인천선
박촌역,수도권,37.5536576166972,126.745049372602,인천선
임학역,수도권,37.5449940157494,126.738628916225,인천선
계산역,수도권,37.5432935271122,126.727726743177,인천선
경인교대입구역,수도권,37.5381098916945,126.722608726884,인천선
작전역,수도권,37.5302530435772,126.722547318021,인천선
갈산역,수도권,37.5171140794594,126.72153268891,인천선
부평구청역,수도권,37.507419068537,126.721432985599,인천선
부평시장역,수도권,37.4983569756961,126.72228087721,인천선
부평역,수도권,37.4894418243737,126.724326592211,인천선
동수역,수도권,37.4854999340719,126.718597252565,인천선
부평삼거리역,수도권,37.4778212873274,126.710282528362,인천선
인천시청역,수도권,37.4577267935147,126.702222226296,인천선
예술회관역,수도권,37.4485151381953,126.700902602702,인천선
인천터미널역,수도권,37.4419166504208,126.699685849828,인천선
상동역,수도권,37.5057777528781,126.753174390302,07호선
문학경기장역,수도권,37.434633323328,126.698449455888,인천선
선학역,수도권,37.4269398417713,126.698909636823,인천선
신연수역,수도권,37.4180973429852,126.694019725957,인천선
원인재역,수도권,37.4123688424567,126.68787555936,인천선
동춘역,수도권,37.4045652705741,126.680837538983,인천선
동막역,수도권,37.3979315880858,126.673434509395,인천선
캠퍼스타운역,수도권,37.3884393522901,126.6622061372,인천선
테크노파크역,수도권,37.3822773662676,126.65629460478,인천선
지식정보단지역,수도권,37.3774891987682,126.645861465756,인천선
인천대입구역,수도권,37.3861919071819,126.639519720247,인천선
센트럴파크역,수도권,37.3928454874914,126.634970746765,인천선
국제업무지구역,수도권,37.3996433943868,126.630533193969,인천선
검단사거리역,수도권,37.6016539690002,126.656420307251,인천2호선
마전역,수도권,37.5976304703003,126.667218943756,인천2호선
독정역,수도권,37.5848428291863,126.675993614924,인천2호선
검암역,수도권,37.5692492054082,126.673638828703,인천2호선
검바위역,수도권,37.5611149059147,126.67752248339,인천2호선
서구청역,수도권,37.5440301501202,126.676826630599,인천2호선
가정역,수도권,37.5248168370742,126.675348382289,인천2호선
석남역,수도권,37.5074661446109,126.676283101193,인천2호선
서부여성회관역,수도권,37.5003290546645,126.675861556848,인천2호선
인천가좌역,수도권,37.4898216199472,126.675228523206,인천2호선
가재울역,수도권,37.4841323844532,126.683755657306,인천2호선
주안국가산단역,수도권,37.473908169022,126.681221205002,인천2호선
주안역,수도권,37.4650388163816,126.679947643466,인천2호선
시민공원역,수도권,37.4583743653314,126.68106110186,인천2호선
석바위시장역,수도권,37.4576654498643,126.692344047203,인천2호선
인천시청역,수도권,37.4577267935147,126.702222226296,인천2호선
석천사거리역,수도권,37.4567740479476,126.710408949459,인천2호선
모래내시장역,수도권,37.455859192036,126.719612529317,인천2호선
만수역,수도권,37.454968293444,126.731731753788,인천2호선
인천대공원역,수도권,37.4484729876328,126.752842934744,인천2호선
운연역,수도권,37.43963899493,126.759606699327,인천2호선
개화역,수도권,37.5783372913891,126.796882325598,09호선
김포공항역,수도권,37.5619477391215,126.801906881417,09호선
공항시장역,수도권,37.5636738875486,126.810594967667,09호선
신방화역,수도권,37.567486525915,126.817218331242,09호선
마곡나루역,수도권,37.5667089856741,126.827407353953,09호선
양천향교역,수도권,37.5680628368766,126.841960762674,09호선
증미역,수도권,37.5581213429662,126.860633381512,09호선
등촌역,수도권,37.5507208571932,126.865558572269,09호선
선유도역,수도권,37.5381532418967,126.89332482044,09호선
왕길역,수도권,37.595125452058,126.642477389389,인천2호선
완정역,수도권,37.5928353956603,126.673014999848,인천2호선
염창역,수도권,37.5469649168106,126.874867107681,09호선
신목동역,수도권,37.5442703452459,126.883086765892,09호선
당산역,수도권,37.5347735014069,126.902607283905,09호선
국회의사당역,수도권,37.5281356801658,126.917820861804,09호선
여의도역,수도권,37.5211664706025,126.924638422261,09호선
샛강역,수도권,37.517366563071,126.92837506516,09호선
노량진역,수도권,37.5135712531779,126.940888666744,09호선
노들역,수도권,37.5126577019678,126.953082505556,09호선
흑석역,수도권,37.5091654663414,126.96344496646,09호선
동작역,수도권,37.5029705640491,126.980299007575,09호선
구반포역,수도권,37.5014218099211,126.987446814026,09호선
신반포역,수도권,37.5034947245635,126.996064297745,09호선
고속터미널역,수도권,37.5045398449292,127.005134579686,09호선
사평역,수도권,37.50423262798,127.015267960691,09호선
신논현역,수도권,37.5048075124198,127.025469415506,09호선
석촌고분역,수도권,37.5024642758104,127.096491224145,09호선
석촌역,수도권,37.5054105299706,127.106990485844,09호선
송파나루역,수도권,37.5110095122823,127.112653785965,09호선
한성백제역,수도권,37.5165199821667,127.116440092824,09호선
올림픽공원역,수도권,37.5163245709914,127.130963650207,09호선
둔촌오륜역,수도권,37.5193972411893,127.138638475396,09호선
중앙보훈병원역,수도권,37.5283953876669,127.148407138571,09호선
마곡나루역,수도권,37.5667089856741,126.827407353953,공항철도
김포공항역,수도권,37.5619477391215,126.801906881417,공항철도
계양역,수도권,37.5717663371129,126.736271428893,공항철도
검암역,수도권,37.5692492054082,126.673638828703,공항철도
정자역,수도권,37.3661666006259,127.108079384783,신분당선
미금역,수도권,37.3500734029357,127.109004370819,신분당선
동천역,수도권,37.3378249132707,127.102847846954,신분당선
수지구청역,수도권,37.3224781677918,127.094658542513,신분당선
성복역,수도권,37.3135144427628,127.080365602442,신분당선
상현역,수도권,37.2978253754142,127.069340973557,신분당선
광교중앙역,수도권,37.2883734932387,127.05171729556,신분당선
새말역,수도권,37.7488342825137,127.063745883251,의정부경전철
경기도청북부청사역,수도권,37.7507578441673,127.07159966714,의정부경전철
곤제역,수도권,37.7505335628569,127.083808800706,의정부경전철
가양역,수도권,37.5614294894973,126.854402192224,09호선
선정릉역,수도권,37.5109290398758,127.043613714302,09호선
삼성중앙역,수도권,37.5129614592575,127.053025579452,09호선
봉은사역,수도권,37.5142374358367,127.060220347306,09호선
종합운동장역,수도권,37.5111302556967,127.07383586044,09호선
삼전역,수도권,37.5045436968849,127.08735570822,09호선
서울역,수도권,37.5533163107152,126.969738305903,공항철도
공덕역,수도권,37.5445344743163,126.95143307723,공항철도
홍대입구역,수도권,37.5568635281461,126.923764988566,공항철도
디지털미디어시티역,수도권,37.5760020219691,126.901263083061,공항철도
청라국제도시역,수도권,37.5564536766415,126.624644887111,공항철도
운서역,수도권,37.4928052601709,126.493725443401,공항철도
양재시민의숲역,수도권,37.4701151903454,127.038457766798,신분당선
판교역,수도권,37.3947622153025,127.111192160375,신분당선
광교역,수도권,37.3021083255958,127.044259827576,신분당선
회룡역,수도권,37.7237950762834,127.047277212627,의정부경전철
범골역,수도권,37.7287878565888,127.043650414579,의정부경전철
경전철의정부역,수도권,37.7372571103071,127.043292348168,의정부경전철
의정부시청역,수도권,37.7392240282409,127.034829933565,의정부경전철
흥선역,수도권,37.7432776750286,127.037169082949,의정부경전철
의정부중앙역,수도권,37.7436695049384,127.0496498053,의정부경전철
공항화물청사역,수도권,37.4590552168484,126.477496372804,공항철도
인천공항1터미널역,수도권,37.4475177072398,126.452578974301,공항철도
인천공항2터미널역,수도권,37.4687821735189,126.433636502678,공항철도
영종역,수도권,37.51201816208,126.524971484378,공항철도
강남역,수도권,37.4980854411503,127.027977657727,신분당선
양재역,수도권,37.4845687081114,127.034146039501,신분당선
강남대역,수도권,37.2701707463678,127.126048852907,용인경전철
지석역,수도권,37.2697264896226,127.13664607007,용인경전철
어정역,수도권,37.2749441263938,127.143736325862,용인경전철
동백역,수도권,37.2690941934817,127.152677020642,용인경전철
초당역,수도권,37.2607956916315,127.15944666798,용인경전철
시청.용인대역,수도권,37.2394312311549,127.178876050309,용인경전철
명지대역,수도권,37.2380618930876,127.19027774875,용인경전철
김량장역,수도권,37.2373093842642,127.198592810314,용인경전철
운동장.송담대역,수도권,37.2379039726401,127.209120242573,용인경전철
고진역,수도권,37.2446347645105,127.214165558244,용인경전철
보평역,수도권,37.2590435821757,127.218467470786,용인경전철
둔전역,수도권,37.2671978333453,127.213620643705,용인경전철
발곡역,수도권,37.7271442784747,127.052951047249,의정부경전철
송산역,수도권,37.7372688479978,127.087197331244,의정부경전철
탑석역,수도권,37.7334835070595,127.088894548309,의정부경전철
북한산우이역,수도권,37.6629879523308,127.012739014317,우이신설경전철
솔밭공원역,수도권,37.655978257268,127.013259115174,우이신설경전철
4·19민주묘지역,수도권,37.6495271717567,127.013688568881,우이신설경전철
가오리역,수도권,37.6416341556655,127.01676898865,우이신설경전철
삼양사거리역,수도권,37.6213073258081,127.020479780253,우이신설경전철
솔샘역,수도권,37.6202451573205,127.013569926861,우이신설경전철
북한산보국문역,수도권,37.6121187346003,127.008245268539,우이신설경전철
정릉역,수도권,37.6026037968404,127.013521423935,우이신설경전철
성신여대입구역,수도권,37.5929627242628,127.017120398018,우이신설경전철
보문역,수도권,37.5855380945306,127.019994457457,우이신설경전철
오리역,수도권,37.3398197437914,127.108944410482,분당선
간석오거리역,수도권,37.4670754270052,126.707904954236,인천선
종로3가역,수도권,37.5704208439207,126.992144196794,01호선
종로5가역,수도권,37.5709616924446,127.001539476891,01호선
동대문역,수도권,37.5716640012581,127.010617962363,01호선
신설동역,수도권,37.5760227613002,127.024452169845,01호선
제기동역,수도권,37.5781644906615,127.034935905941,01호선
청량리역,수도권,37.5807185198462,127.048499848096,01호선
동묘앞역,수도권,37.5732130585579,127.016346114277,01호선
대곡역,수도권,37.631681128995,126.810920972324,경의선
충무로역,수도권,37.5613929793562,126.994137154178,03호선
죽전역,수도권,37.324377387157,127.107500507614,분당선
청계산입구역,수도권,37.4483403225219,127.054720316678,신분당선
신설동역,수도권,37.5760227613002,127.024452169845,우이신설경전철
소사역,수도권,37.482793087788,126.795626202003,서해선
소새울역,수도권,37.4685059275196,126.797270299654,서해선
시흥대야역,수도권,37.450099848927,126.792980234554,서해선
신천역,수도권,37.439240616729,126.786772666879,서해선
신현역,수도권,37.409563047498,126.787828208206,서해선
시흥시청역,수도권,37.3815543779072,126.805927791575,서해선
시흥능곡역,수도권,37.3699357078736,126.808712336392,서해선
달미역,수도권,37.3487807176154,126.809398048906,서해선
선부역,수도권,37.3344012244658,126.809976021899,서해선
초지역,수도권,37.3206629744686,126.80594908949,서해선
원곡역,수도권,37.3131491759147,126.795725352292,서해선
원시역,수도권,37.3026093136252,126.786775526256,서해선
양촌역,수도권,37.6417268910766,126.614676098923,김포골드
구래역,수도권,37.6452652583848,126.627937619328,김포골드
마산역,수도권,35.2362020956079,128.577168715535,김포골드
장기역,수도권,37.644054370351,126.669074138552,김포골드
운양역,수도권,37.6537713637391,126.683830867772,김포골드
걸포북변역,수도권,37.6316279949669,126.705789359074,김포골드
사우역,수도권,37.6200048459257,126.720424444576,김포골드
풍무역,수도권,37.6126624208995,126.732344200216,김포골드
고촌역,수도권,37.6012098003045,126.77032142847,김포골드
김포공항역,수도권,37.5619477391215,126.801906881417,김포골드
서초역,수도권,37.491835518946,127.007644026196,02호선
이매역,수도권,37.3947099349286,127.12729606911,경강선
소요산역,수도권,37.9488831816783,127.061119494763,01호선
남동구청역,수도권,37.4481674840897,126.736547716768,인천2호선
왕십리역,수도권,37.5612611631671,127.037078472459,02호선
판교역,수도권,37.3947622153025,127.111192160375,경강선
신포역,수도권,37.468443681084,126.624520175227,수인선
신내역,수도권,37.612487415788,127.104266904089,06호선
상왕십리역,수도권,37.5644348647729,127.029270145908,02호선
삼가역,수도권,37.2420419195264,127.168175442278,용인경전철
한남역,수도권,37.5294253166994,127.009186483335,경의선
지제역,수도권,37.0187673944311,127.069828230286,01호선
전대.에버랜드역,수도권,37.2854603654967,127.219378294699,용인경전철
대림역,수도권,37.4933027323738,126.894926522974,02호선
아시아드경기장역,수도권,37.5513109096011,126.677089429261,인천2호선
신설동역,수도권,37.5760227613002,127.024452169845,02호선
도림천역,수도권,37.5145008199738,126.882635530518,02호선
양천구청역,수도권,37.5123744505094,126.865717870736,02호선
용두역,수도권,37.5740549248114,127.038262110343,02호선
중랑역,수도권,37.5948317972278,127.075662270251,경춘선
기흥역,수도권,37.2754420734533,127.117037420103,분당선
검단오류역,수도권,37.5949362180671,126.627893943162,인천2호선
용산역,수도권,37.5300691538724,126.964815014401,경의선
수원역,수도권,37.2657867038031,127.000090190749,분당선
화정역,수도권,37.634633161962,126.832665788035,03호선
언주역,수도권,37.5073281931356,127.033952822224,09호선
기흥역,수도권,37.2754420734533,127.117037420103,용인경전철
서울역,수도권,37.5533163107152,126.969738305903,01호선
시청역,수도권,37.5653372841193,126.977181235023,01호선
종각역,수도권,37.5702216815202,126.983133839231,01호선
화계역,수도권,37.6340837961475,127.017492363882,우이신설경전철
삼양역,수도권,37.6269118474291,127.018147716421,우이신설경전철
회기역,수도권,37.5897782042758,127.058039297256,경의선
가좌역,수도권,37.5687505576544,126.914810592109,경의선
